insee;nom;altitude;code_postal;longitude;latitude;pop99;surface;departement;region;indicatif
1001;L'Abergement-Clémenciat;257;1400;0.085855661334626;0.80550822542086;728;15.70;1;RA;4
1002;L'Abergement-de-Varey;367;1640;0.094664724107957;0.80298721055397;168;9.14;1;RA;4
1004;Ambérieu-en-Bugey;247;1500;0.093355722175535;0.80208546420886;11436;24.51;1;RA;4
1005;Ambérieux-en-Dombes;293;1330;0.085593864277093;0.80278361188862;1408;16.06;1;RA;4
1006;Ambléon;400;1300;0.097777218730581;0.79849299305639;86;6.03;1;RA;4
1007;Ambronay;250;1500;0.093539946343939;0.80299207082295;2146;33.64;1;RA;4
1008;Ambutrix;270;1500;0.09323932539114;0.80179464701783;586;5.19;1;RA;4
1009;Andert-et-Condon;330;1300;0.098717755681434;0.79928321953085;275;6.95;1;RA;4
1010;Anglefort;250;1350;0.1013842374005;0.80131461223134;769;29.49;1;RA;4
1011;Apremont;900;1100;0.098848658371391;0.80651663136762;329;15.09;1;RA;4
1012;Aranc;781;1110;0.096124011549644;0.80294360129111;275;21.76;1;RA;4
1013;Arandas;740;1230;0.095799189120438;0.80104310295819;135;14.05;1;RA;4
1014;Arbent;560;1100;0.099110455428924;0.80800986579082;3610;23.78;1;RA;4
1015;Arbignieu;280;1300;0.098625643597231;0.79812454471958;431;13.04;1;RA;4
1016;Arbigny;200;1190;0.08676710325057;0.81108361974196;332;17.48;1;RA;4
1017;Argis;320;1230;0.095842839995181;0.80171208902402;390;7.90;1;RA;4
1019;Armix;721;1510;0.097500882477971;0.80022378144884;15;6.95;1;RA;4
1021;Ars-sur-Formans;250;1480;0.084149116030481;0.80276417081267;1102;5.57;1;RA;4
1022;Artemare;260;1510;0.099386800003911;0.80065528012446;970;3.34;1;RA;4
1023;Asnières-sur-Saône;174;1570;0.08521570372468;0.80952733497994;69;4.70;1;RA;4
1024;Attignat;222;1340;0.090078377881433;0.80791292672714;1924;18.97;1;RA;4
1025;Bâgé-la-Ville;210;1380;0.086311386453787;0.80835893963071;2314;39.85;1;RA;4
1026;Bâgé-le-Châtel;205;1380;0.086030189932187;0.80823290553212;762;0.89;1;RA;4
1027;Balan;194;1360;0.089006938240624;0.7999522721757;1534;17.94;1;RA;4
1028;Baneins;240;1990;0.085608403472167;0.80480521747211;529;9.06;1;RA;4
1029;Beaupont;210;1270;0.091881878894013;0.81001216345641;492;14.06;1;RA;4
1030;Beauregard;180;1480;0.082927382558028;0.80292416021515;817;0.95;1;RA;4
1031;Bellignat;526;01810|01100;0.098213519418542;0.8070838846798;3488;7.79;1;RA;4
1032;Béligneux;250;1360;0.089525688731459;0.80053403971583;2594;13.30;1;RA;4
1033;Bellegarde-sur-Valserine;350;1200;0.10154907042722;0.80484889331398;10846;15.51;1;RA;4
1034;Belley;290;1300;0.099294696242087;0.79864812218989;8004;22.63;1;RA;4
1035;Belleydoux;850;1130;0.10078791402054;0.80726324857921;277;17.93;1;RA;4
1036;Belmont-Luthézieu;429;1260;0.098824415283092;0.80078131422305;394;19.69;1;RA;4
1037;Bénonces;488;1470;0.095547070988992;0.79985047284303;243;15.35;1;RA;4
1038;Bény;230;1370;0.092197014074755;0.80844622473543;613;18.31;1;RA;4
1039;Béon;241;1350;0.10042916125457;0.80034009500945;364;10.22;1;RA;4
1040;Béréziat;210;1340;0.088027619006396;0.80928492074172;340;11.31;1;RA;4
1041;Bettant;260;1500;0.09365144956983;0.80184791023962;683;3.47;1;RA;4
1042;Bey;210;1290;0.084585441685577;0.80654086613353;221;2.80;1;RA;4
1043;Beynost;190;1700;0.087256758706494;0.80005893177736;3530;10.78;1;RA;4
1044;Billiat;551;1200;0.10092851228134;0.80421379597302;411;14.02;1;RA;4
1045;Birieux;285;1330;0.0879791328298;0.80203699467702;145;15.80;1;RA;4
1046;Biziat;210;1290;0.086282291418877;0.80663787177623;641;11.66;1;RA;4
1047;Blyes;210;1150;0.091624933783092;0.80017531191699;692;9.29;1;RA;4
1049;La_Boisse;205;1120;0.08781916007207;0.80009288708125;2709;9.38;1;RA;4
1050;Boissey;200;01190|01380;0.087169490246524;0.80950310021404;202;9.38;1;RA;4
1051;Bolozon;310;1450;0.095547070988992;0.80623546813553;94;5.01;1;RA;4
1052;Bouligneux;283;1330;0.087096777626386;0.80327809432402;290;26.22;1;RA;4
1053;Bourg-en-Bresse;230;1000;0.091217694840526;0.80643420653188;40666;24.09;1;RA;4
1054;Bourg-Saint-Christophe;250;1800;0.09009291707651;0.80096553839145;824;8.92;1;RA;4
1056;Boyeux-Saint-Jérôme;540;1640;0.095207709364711;0.80339926815363;277;16.70;1;RA;4
1057;Boz;184;1190;0.08569081166315;0.80995883365557;359;7.62;1;RA;4
1058;Brégnier-Cordon;226;1300;0.098092353911321;0.79674283016702;566;11.64;1;RA;4
1059;Brénaz;700;1260;0.099881315728825;0.80193512876532;105;9.91;1;RA;4
1060;Brénod;840;1110;0.097845096048864;0.80392291220296;427;24.03;1;RA;4
1061;Brens;253;1300;0.099406207790355;0.79800330431096;731;6.86;1;RA;4
1062;Bressolles;280;1360;0.089006938240624;0.80061160428258;590;7.71;1;RA;4
1063;Brion;480;1460;0.096894871849545;0.8058718800677;559;4.50;1;RA;4
1064;Briord;205;1470;0.095309517019758;0.79906990032753;675;12.40;1;RA;4
1065;Buellas;230;1310;0.089574174908053;0.80653600586454;1288;10.25;1;RA;4
1066;La_Burbanche;340;1510;0.097079087695574;0.80017531191699;56;11.09;1;RA;4
1067;Ceignes;630;1430;0.095964013824779;0.80496041318463;230;10.22;1;RA;4
1068;Cerdon;320;1450;0.095377394338041;0.80430587476772;672;12.01;1;RA;4
1069;Certines;250;1240;0.091881878894013;0.8051833863469;1288;16.01;1;RA;4
1071;Cessy;540;1170;0.10597058362702;0.8083928949346;2283;6.45;1;RA;4
1072;Ceyzériat;300;1250;0.092900005378751;0.80598333335932;2390;9.22;1;RA;4
1073;Ceyzérieu;270;1350;0.099954028348964;0.79998622747961;814;19.77;1;RA;4
1074;Chalamont;300;1320;0.09026745399645;0.80278840557858;1658;33.02;1;RA;4
1075;Chaleins;240;1480;0.083843676420584;0.80341870922958;1025;17.11;1;RA;4
1076;Chaley;440;01230|01970;0.096550633311518;0.80205636917395;106;4.67;1;RA;4
1077;Challes-la-Montagne;500;1450;0.095353151249742;0.80505735224831;200;7.82;1;RA;4
1078;Challex;490;1630;0.10427856919557;0.80600277443529;1057;8.79;1;RA;4
1079;Champagne-en-Valromey;0;01260|01110;0.099124994624;0.80118371786375;674;18.22;1;RA;4
1080;Champdor;826;1110;0.097660871880458;0.80317629499135;425;17.36;1;RA;4
1081;Champfromier;700;1410;0.10142301968387;0.8062693568604;593;31.86;1;RA;4
1082;Chanay;490;1420;0.10093336422795;0.80296297578804;573;18.42;1;RA;4
1083;Chaneins;260;1990;0.084667858198937;0.80456286981291;560;12.72;1;RA;4
1084;Chanoz-Châtenay;257;1400;0.087736726913954;0.80608033900203;492;13.38;1;RA;4
1085;La_Chapelle-du-Châtelard;275;1240;0.087707648523802;0.80408290160544;263;13.65;1;RA;4
1087;Charix;780;1130;0.099168628853985;0.80606089792607;265;18.61;1;RA;4
1088;Charnoz-sur-Ain;229;1800;0.09116920866393;0.80061160428258;810;6.53;1;RA;4
1089;Château-Gaillard;230;1500;0.092565470733945;0.80237634797893;1370;16.12;1;RA;4
1090;Châtenay;300;1320;0.090766821667976;0.80347203903041;308;15.22;1;RA;4
1091;Châtillon-en-Michaille;540;1200;0.10118546571464;0.80537247078429;2641;37.71;1;RA;4
1092;Châtillon-la-Palud;312;1320;0.091629785729702;0.80240544301384;1074;14.10;1;RA;4
1093;Châtillon-sur-Chalaronne;230;1400;0.086495602299814;0.80497492741257;4137;17.98;1;RA;4
1094;Chavannes-sur-Reyssouze;183;1190;0.087116168768073;0.81034665648931;580;16.54;1;RA;4
1095;Chavannes-sur-Suran;320;1250;0.094684115249644;0.8074620535546;485;21.79;1;RA;4
1096;Chaveyriat;245;1660;0.08832336304545;0.80633240719921;810;16.82;1;RA;4
1097;Chavornay;431;1510;0.099769812502935;0.80078131422305;174;7.82;1;RA;4
1098;Chazey-Bons;236;1300;0.099173480800595;0.79941897416742;664;10.75;1;RA;4
1099;Chazey-sur-Ain;230;1150;0.091731593384749;0.80098977315738;1200;22.22;1;RA;4
1100;Cheignieu-la-Balme;343;1510;0.09788873027885;0.79983589203607;112;5.97;1;RA;4
1101;Chevillard;841;1430;0.097399074822925;0.80477132874724;132;6.67;1;RA;4
1102;Chevroux;200;1190;0.086335629542086;0.80949337967605;657;17.23;1;RA;4
1103;Chevry;490;1170;0.10539364306637;0.8077674515526;803;5.79;1;RA;4
1104;Chézery-Forens;600;01200|01410;0.10235870468811;0.80672509030193;369;46.54;1;RA;4
1105;Civrieux;290;1390;0.085210851778068;0.80147946190281;1079;20.25;1;RA;4
1106;Cize;321;1250;0.095028328820536;0.80644392706986;127;4.51;1;RA;4
1107;Cleyzieu;594;1230;0.094776227333848;0.80123704766458;116;7.68;1;RA;4
1108;Coligny;294;1270;0.093282992910639;0.80956129028385;1091;16.92;1;RA;4
1109;Collonges;500;1550;0.1030083578689;0.80527553172061;1106;16.26;1;RA;4
1110;Colomieu;330;1300;0.09811659699962;0.79820210928633;128;5.83;1;RA;4
1111;Conand;420;1230;0.095527679847305;0.8009800526194;69;15.30;1;RA;4
1112;Condamine;580;1430;0.096860924868025;0.80477132874724;285;4.55;1;RA;4
1113;Condeissiat;240;1400;0.088633629634823;0.80561974529149;649;21.74;1;RA;4
1114;Confort;561;1200;0.10159755660381;0.80548399065494;499;11.25;1;RA;4
1115;Confrançon;200;1310;0.088400927612199;0.80752989758336;862;18.19;1;RA;4
1116;Contrevoz;360;1300;0.098247499689575;0.79948681819618;430;14.24;1;RA;4
1117;Conzieu;350;1300;0.097854799942087;0.79809058941569;100;7.09;1;RA;4
1118;Corbonod;351;1420;0.1013842374005;0.80233753240604;898;32.09;1;RA;4
1119;Corcelles;843;1110;0.097277859381435;0.80351078802426;221;14.21;1;RA;4
1121;Corlier;780;1110;0.095939770736481;0.80340412842261;73;5.57;1;RA;4
1122;Cormaranche-en-Bugey;860;1110;0.097951755650522;0.80204178836698;726;19.02;1;RA;4
1123;Cormoranche-sur-Saône;175;1290;0.084299401539746;0.8070499293759;904;10.02;1;RA;4
1124;Cormoz;210;1560;0.091285605448324;0.81067628925323;512;19.65;1;RA;4
1125;Corveissiat;460;1250;0.095668286430482;0.80710811944571;469;22.96;1;RA;4
1127;Courmangoux;290;1370;0.093690248497962;0.80864016944182;360;15.05;1;RA;4
1128;Courtes;210;1560;0.088977859850472;0.81089453530457;218;8.95;1;RA;4
1129;Crans;310;1320;0.091018923154666;0.80217268273456;258;13.26;1;RA;4
1130;Cras-sur-Reyssouze;198;1340;0.090141403253106;0.80824255949106;907;13.87;1;RA;4
1133;Cressin-Rochefort;270;1350;0.10056005562215;0.79897782153285;308;7.74;1;RA;4
1134;Crottet;200;01620|01290|01750;0.085399936215464;0.80768988698586;1477;12.17;1;RA;4
1135;Crozet;560;1170;0.10493791794721;0.80775293732465;1349;27.28;1;RA;4
1136;Cruzilles-lès-Mépillat;215;1290;0.085176921441306;0.80677842010277;651;11.90;1;RA;4
1138;Culoz;255;1350;0.10092366033473;0.80023829567677;2622;19.15;1;RA;4
1139;Curciat-Dongalon;216;1560;0.089971726602153;0.81111750846683;404;23.97;1;RA;4
1140;Curtafond;220;1310;0.088813018501374;0.80759294792217;590;12.76;1;RA;4
1141;Cuzieu;332;1300;0.099226818923804;0.79968076290257;304;4.84;1;RA;4
1142;Dagneux;195;1120;0.088623942386357;0.80025773675274;3757;6.86;1;RA;4
1143;Divonne-les-Bains;490;1220;0.10757530463136;0.80938672007439;6171;33.80;1;RA;4
1144;Dommartin;207;1380;0.087082221786553;0.80874196877449;600;17.21;1;RA;4
1145;Dompierre-sur-Veyle;285;1240;0.090829847039649;0.80413623140628;968;29.20;1;RA;4
1146;Dompierre-sur-Chalaronne;246;1400;0.085550230047107;0.80535795655635;279;4.70;1;RA;4
1147;Domsure;220;1270;0.092400646029605;0.8101624323209;403;15.21;1;RA;4
1148;Dortan;310;1590;0.098756537964808;0.80847531977034;2186;18.69;1;RA;4
1149;Douvres;270;1500;0.093821151187918;0.80262841617609;646;5.25;1;RA;4
1150;Drom;325;1250;0.093641762321365;0.80667176050112;160;7.81;1;RA;4
1151;Druillat;270;1160;0.092769102688795;0.80390353770602;882;20.83;1;RA;4
1152;Échallon;750;1130;0.1001528083572;0.80653121217458;663;28.10;1;RA;4
1153;Échenevex;570;1170;0.10542759004789;0.80824741976006;1197;16.51;1;RA;4
1154;Étrez;220;1340;0.090514711858908;0.80869829293261;642;12.31;1;RA;4
1155;Évosges;750;1230;0.095993108859688;0.80214844796863;109;11.97;1;RA;4
1156;Faramans;276;1800;0.089486906448083;0.80115948309784;592;11.23;1;RA;4
1157;Fareins;197;1480;0.083097059208981;0.80320052975728;1684;8.31;1;RA;4
1158;Farges;510;1550;0.10306654793872;0.80582820422583;594;14.31;1;RA;4
1159;Feillens;180;1570;0.08533205889718;0.80871766742954;2933;14.87;1;RA;4
1160;Ferney-Voltaire;436;1210;0.10665901076881;0.80731171811106;7083;4.78;1;RA;4
1162;Flaxieu;285;1350;0.10009948687875;0.79953535430705;50;2.94;1;RA;4
1163;Foissiat;221;1340;0.090301400977972;0.8092946412797;1562;40.29;1;RA;4
1165;Francheleins;216;1090;0.083916405685478;0.80415074563422;994;13.56;1;RA;4
1166;Frans;200;1480;0.083344325393817;0.80269632678389;1848;8.11;1;RA;4
1167;Garnerans;205;1140;0.084478790406297;0.80644392706986;565;8.65;1;RA;4
1169;Genouilleux;180;1090;0.083518853991378;0.80494097210866;399;4.09;1;RA;4
1170;Géovreissiat;550;1460;0.096977280040527;0.80616755752773;714;4.67;1;RA;4
1171;Géovreisset;650;1100;0.098014772699815;0.80732143864904;759;3.47;1;RA;4
1172;Germagnat;340;1250;0.095076814997132;0.80826200056702;92;9.40;1;RA;4
1173;Gex;610;1170;0.10573785663726;0.8086691978977;7733;31.92;1;RA;4
1174;Giron;1000;1130;0.10073942784394;0.80679300090973;100;9.42;1;RA;4
1175;Gorrevod;185;1190;0.086214414100594;0.81015757205192;561;6.90;1;RA;4
1176;Le_Grand-Abergement;770;1260;0.099028047237943;0.80346717876143;108;31.88;1;RA;4
1177;Grand-Corent;490;1250;0.094805305723999;0.8063372674682;111;7.03;1;RA;4
1179;Grièges;185;1290;0.08465331900386;0.8073069244211;1598;14.75;1;RA;4
1180;Grilly;510;1220;0.1067462709064;0.80861586809687;612;7.51;1;RA;4
1181;Groissiat;550;01810|01100;0.097845079404108;0.80671543634299;747;6.20;1;RA;4
1182;Groslée;250;1680;0.097200303137064;0.79786275598443;333;7.21;1;RA;4
1183;Guéreins;180;1090;0.083392811570413;0.80469855787044;1065;4.41;1;RA;4
1184;Hautecourt-Romanèche;360;1250;0.094558064506299;0.80568279563031;676;21.40;1;RA;4
1185;Hauteville-Lompnes;800;1110;0.097830556853788;0.80248786784956;3662;50.76;1;RA;4
1186;Hostias;750;1110;0.096603971434725;0.80113524833192;62;10.26;1;RA;4
1187;Hotonnes;736;1260;0.099396503897134;0.80280784665454;295;28.67;1;RA;4
1188;Illiat;217;1140;0.085336894199034;0.80617241779671;466;20.45;1;RA;4
1189;Injoux-Génissiat;550;1200;0.10068610636549;0.80388409663007;970;29.61;1;RA;4
1190;Innimond;880;1680;0.097282711328045;0.79906990032753;95;13.28;1;RA;4
1191;Izenave;690;1430;0.096434294783774;0.80353988305918;146;13.09;1;RA;4
1192;Izernore;466;1580;0.096919106615465;0.80669606184607;1656;21.33;1;RA;4
1193;Izieu;388;1300;0.098485053658811;0.7968058139268;178;7.77;1;RA;4
1194;Jassans-Riottier;173;1480;0.083053433301374;0.80258966718224;5338;5.02;1;RA;4
1195;Jasseron;300;1250;0.092963022428045;0.80657482143743;1256;18.88;1;RA;4
1196;Jayat;203;1340;0.089346316509663;0.80930429523865;773;16.31;1;RA;4
1197;Journans;300;1250;0.093064830083092;0.80539670555021;330;2.42;1;RA;4
1198;Joyeux;290;1800;0.089011790187236;0.80218240327254;206;16.59;1;RA;4
1199;Jujurieux;300;1640;0.094393214834822;0.80358349232203;1700;15.53;1;RA;4
1200;Labalme;590;1450;0.095726459855544;0.80451919397103;135;9.00;1;RA;4
1202;Lagnieu;220;1150;0.093336331033846;0.80115948309784;5882;27.39;1;RA;4
1203;Laiz;185;1290;0.085390232322243;0.80717116978453;986;10.31;1;RA;4
1204;Lalleyriat;820;1130;0.099711639077874;0.80553246018677;195;15.22;1;RA;4
1205;Lancrans;490;1200;0.10177693714799;0.80506221251729;935;9.68;1;RA;4
1206;Lantenay;730;1430;0.096730022178071;0.80387444267111;260;6.48;1;RA;4
1207;Lapeyrouse;290;1330;0.086868910905617;0.80254119765039;226;20.20;1;RA;4
1208;Lavours;235;1350;0.10070549750718;0.79954021457603;117;6.17;1;RA;4
1209;Léaz;490;1200;0.10266899624462;0.80458224430983;481;11.43;1;RA;4
1210;Lélex;889;1410;0.10369680165545;0.80818443600028;221;17.72;1;RA;4
1211;Lent;255;1240;0.090660153743939;0.80495555291564;1145;31.69;1;RA;4
1212;Lescheroux;220;1560;0.089768094647303;0.80994425284861;597;20.14;1;RA;4
1213;Leyment;260;1150;0.092463671401276;0.80148911586177;922;14.33;1;RA;4
1214;Leyssard;570;1450;0.095551922935602;0.80559065025659;143;9.35;1;RA;4
1215;Lhôpital;490;1420;0.10082186100206;0.80324899928911;49;3.69;1;RA;4
1216;Lhuis;400;1680;0.096594267541502;0.79845417748352;724;24.68;1;RA;4
1218;Lochieu;610;1260;0.099978271437261;0.8016394513053;73;7.07;1;RA;4
1219;Lompnas;630;1680;0.096347026323802;0.7994238344364;147;12.65;1;RA;4
1221;Lompnieu;660;1260;0.098800172194794;0.80217754300354;103;11.37;1;RA;4
1224;Loyettes;192;1360;0.090888020464709;0.79893900595996;2322;21.35;1;RA;4
1225;Lurcy;208;1090;0.083484907009858;0.80397624200378;257;4.84;1;RA;4
1227;Magnieu;274;1300;0.099823125659007;0.79895838045688;291;6.25;1;RA;4
1228;Maillat;510;1430;0.096637901771488;0.80514949762202;664;11.55;1;RA;4
1229;Malafretaz;219;1340;0.089802041628823;0.80852864957117;674;9.29;1;RA;4
1230;Mantenay-Montlin;200;1560;0.088977859850472;0.81024485715664;246;10.84;1;RA;4
1231;Manziat;200;1570;0.085647177433164;0.80914916610515;1598;12.72;1;RA;4
1232;Marboz;233;1851;0.091717054189673;0.80883404756917;2164;40.46;1;RA;4
1233;Marchamp;568;1680;0.096730022178071;0.79914260462529;108;13.27;1;RA;4
1234;Marignieu;351;1300;0.09983282955223;0.79930745429677;156;3.55;1;RA;4
1235;Marlieux;270;1240;0.088483344125557;0.80401013072866;677;17.22;1;RA;4
1236;Marsonnas;215;1340;0.08849789996539;0.80880981280326;727;18.36;1;RA;4
1237;Martignat;510;1810;0.097883878332238;0.80649725687068;1265;13.06;1;RA;4
1238;Massieux;210;1600;0.084376966106494;0.80127579665845;2120;3.21;1;RA;4
1239;Massignieu-de-Rives;279;1300;0.10065215938397;0.79857541789213;498;9.14;1;RA;4
1240;Matafelon-Granges;460;1580;0.096919106615465;0.80741358402275;483;21.80;1;RA;4
1241;Meillonnas;270;1370;0.093389652512296;0.80714207474962;1204;17.88;1;RA;4
1242;Mérignat;430;1450;0.094897426130581;0.80405866683952;114;3.09;1;RA;4
1243;Messimy-sur-Saône;190;1480;0.083150397332187;0.80372410722759;931;5.88;1;RA;4
1244;Meximieux;220;1800;0.090655318442086;0.80118371786375;6840;13.63;1;RA;4
1245;Bohas-Meyriat-Rignat;300;1250;0.094078096298839;0.80526101749266;727;23.40;1;RA;4
1246;Mézériat;204;1660;0.08810034827129;0.80693840950525;1911;19.23;1;RA;4
1247;Mijoux;990;01170|01410;0.10462278276647;0.80925582570681;312;21.86;1;RA;4
1248;Mionnay;280;1390;0.086083511410638;0.80102858873025;2109;20.14;1;RA;4
1249;Miribel;180;1700;0.086471359211517;0.79981165727014;8539;24.44;1;RA;4
1250;Misérieux;240;1600;0.08397457911054;0.80239572247586;1430;7.50;1;RA;4
1252;Mogneneins;210;1140;0.08396972716393;0.80532400125246;572;8.50;1;RA;4
1254;Montagnat;262;1250;0.092235796358129;0.80584757872275;1421;13.86;1;RA;4
1255;Montagnieu;320;1470;0.095484045617319;0.79924440395796;386;6.19;1;RA;4
1257;Montanges;604;1200;0.1012436391397;0.80572640489316;282;13.73;1;RA;4
1258;Montceaux;216;1090;0.083712782053007;0.80456286981291;908;10.12;1;RA;4
1259;Montcet;245;1310;0.089210570195475;0.80657968170642;489;6.57;1;RA;4
1260;Le_Montellier;290;1800;0.088556065068073;0.8016345910363;221;15.36;1;RA;4
1261;Monthieux;290;1390;0.086224117993816;0.80206608971193;578;10.79;1;RA;4
1262;Montluel;199;1120;0.088274876868853;0.8002673907117;6454;40.05;1;RA;4
1263;Montmerle-sur-Saône;180;1090;0.083034042159687;0.80429622080876;2830;4.06;1;RA;4
1264;Montracol;230;1310;0.089394786041503;0.80631789297127;619;14.69;1;RA;4
1265;Montréal-la-Cluse;500;1460;0.097171208102155;0.80612880853386;3652;12.50;1;RA;4
1266;Montrevel-en-Bresse;210;1340;0.089496610341306;0.80872252769852;1994;10.08;1;RA;4
1267;Nurieux-Volognat;482;1460;0.096293688200595;0.80625484263245;952;19.50;1;RA;4
1268;Murs-et-Gélignieux;230;1300;0.098834119176314;0.79663617056536;204;6.10;1;RA;4
1269;Nantua;478;01460|01130;0.097830556853788;0.80556155522168;3902;14.45;1;RA;4
1271;Nattages;310;1300;0.10060852515398;0.79816329371344;393;10.23;1;RA;4
1272;Neuville-les-Dames;228;1400;0.087314948776313;0.80568279563031;1231;26.19;1;RA;4
1273;Neuville-sur-Ain;290;1160;0.093729030781335;0.80432524926464;1236;19.94;1;RA;4
1274;Les_Neyrolles;510;1130;0.098397785198841;0.80528518567957;617;9.58;1;RA;4
1275;Neyron;190;1700;0.086020486038966;0.79961771256377;2157;5.24;1;RA;4
1276;Niévroz;184;1120;0.088396075665587;0.79983103176708;1360;10.52;1;RA;4
1277;Nivollet-Montgriffon;598;1230;0.095047719962224;0.80269632678389;87;8.45;1;RA;4
1279;Oncieu;460;1230;0.095527679847305;0.80211455924377;78;7.57;1;RA;4
1280;Ordonnaz;800;1510;0.096671848753008;0.80000560197653;120;14.74;1;RA;4
1281;Ornex;476;1210;0.10641659653058;0.80759294792217;2663;5.68;1;RA;4
1282;Outriaz;704;1430;0.096831846477874;0.80403443207361;264;5.91;1;RA;4
1283;Oyonnax;540;1100;0.098693520915515;0.80740386348477;24162;35.80;1;RA;4
1284;Ozan;190;1190;0.08577808012312;0.80968732438244;467;6.57;1;RA;4
1285;Parcieux;190;1600;0.084226672274851;0.8013824562601;909;3.14;1;RA;4
1286;Parves;500;1300;0.10022067735311;0.79838147318574;320;5.50;1;RA;4
1288;Péron;530;1630;0.10338651842132;0.80616755752773;1579;26.04;1;RA;4
1289;Péronnas;238;1960;0.090713491867146;0.80604152342914;5534;17.85;1;RA;4
1290;Pérouges;270;1800;0.090427443398937;0.80114004202188;1103;19.39;1;RA;4
1291;Perrex;200;1540;0.086893153993914;0.80711783998369;721;11.18;1;RA;4
1292;Le_Petit-Abergement;785;1260;0.098814728034627;0.80341870922958;141;26.91;1;RA;4
1293;Peyriat;630;1430;0.096157941886408;0.80556155522168;158;6.07;1;RA;4
1294;Peyrieu;243;1300;0.099081360394014;0.79725189340939;646;14.07;1;RA;4
1295;Peyzieux-sur-Saône;228;1140;0.084071534818977;0.8050961678212;337;8.76;1;RA;4
1296;Pirajoux;231;1270;0.092453967508055;0.80934797108054;299;13.04;1;RA;4
1297;Pizay;285;1120;0.088842113536283;0.80089769436268;637;11.22;1;RA;4
1298;Plagne;770;1130;0.099949193047108;0.80623060786655;83;6.07;1;RA;4
1299;Le_Plantay;275;1330;0.088798479306299;0.80327809432402;417;20.69;1;RA;4
1300;Le_Poizat;890;1130;0.099377112755447;0.80539191186024;321;17.99;1;RA;4
1301;Polliat;226;1310;0.089472367253007;0.80721963931636;2019;20.18;1;RA;4
1302;Pollieu;280;1350;0.10024977238802;0.79936564436659;122;3.63;1;RA;4
1303;Poncin;260;1450;0.094368971746525;0.8043786456445;1360;19.86;1;RA;4
1304;Pont-d'Ain;250;1160;0.093113316259688;0.80373868803456;2307;11.25;1;RA;4
1305;Pont-de-Vaux;175;1190;0.086165927923997;0.81041456709711;2004;7.71;1;RA;4
1306;Pont-de-Veyle;175;1290;0.085307815808883;0.8074571932856;1484;2.01;1;RA;4
1307;Port;480;1460;0.097239085420438;0.80569730985825;913;4.32;1;RA;4
1308;Pougny;410;1550;0.10384708716471;0.80526101749266;629;7.69;1;RA;4
1309;Pouillat;360;1250;0.094727741157251;0.80856253829604;58;6.40;1;RA;4
1310;Prémeyzel;340;1300;0.098577174065391;0.79733425166609;242;7.63;1;RA;4
1311;Prémillieu;896;01110|01510;0.09724393736705;0.80066007381442;33;8.50;1;RA;4
1312;Pressiat;330;1370;0.093971445019561;0.80849469426726;191;5.99;1;RA;4
1313;Prévessin-Moëns;470;1280;0.10614511222458;0.80728262307615;4261;12.06;1;RA;4
1314;Priay;240;1160;0.092284282534725;0.80292902048413;1152;15.74;1;RA;4
1316;Pugieu;245;1510;0.09859656520708;0.79972923243442;126;4.87;1;RA;4
1317;Ramasse;340;1250;0.093457529830581;0.80625970290145;219;9.64;1;RA;4
1318;Rancé;280;1390;0.084992680628141;0.80223573307337;498;9.66;1;RA;4
1319;Relevant;270;1990;0.086388942698157;0.80442225490735;367;12.29;1;RA;4
1320;Replonges;186;01620|01750;0.085288424667196;0.80826200056702;2845;16.67;1;RA;4
1321;Revonnas;320;1250;0.093035751692939;0.80570217012724;492;7.76;1;RA;4
1322;Reyrieux;210;1600;0.084221836972997;0.80171701587204;3683;15.65;1;RA;4
1323;Reyssouze;190;1190;0.085870200529701;0.81040484655913;715;9.55;1;RA;4
1325;Rignieux-le-Franc;270;1800;0.090592293070413;0.80180909466673;839;15.14;1;RA;4
1328;Romans;265;1400;0.087634919258907;0.80497492741257;522;22.11;1;RA;4
1329;Rossillon;360;1510;0.097665707182312;0.79991831687181;147;8.08;1;RA;4
1330;Ruffieu;740;1260;0.098848658371391;0.8027302820878;188;13.96;1;RA;4
1331;Saint-Alban;520;1450;0.095188318223022;0.80452405424002;133;8.17;1;RA;4
1332;Saint-André-de-Bâgé;200;1380;0.08594776509645;0.80814076015839;507;2.74;1;RA;4
1333;Saint-André-de-Corcy;290;1390;0.086461671963051;0.80156182015952;3101;21.05;1;RA;4
1334;Saint-André-d'Huiriat;200;1290;0.08569566360976;0.80658454197542;402;9.04;1;RA;4
1335;Saint-André-le-Bouchoux;268;1240;0.088633629634823;0.80491194365279;191;9.30;1;RA;4
1336;Saint-André-sur-Vieux-Jonc;250;01240|01960;0.089797189682213;0.80559551052559;965;24.58;1;RA;4
1337;Saint-Bénigne;211;1190;0.086728329289573;0.81052122669876;817;16.58;1;RA;4
1338;Saint-Benoît;210;1300;0.097515421673048;0.79752819637248;582;21.55;1;RA;4
1339;Saint-Bernard;180;1600;0.082626803217121;0.80188179896449;1282;3.17;1;RA;4
1340;Saint-Bois;310;1300;0.098475349765588;0.79764457651213;102;9.49;1;RA;4
1341;Saint-Champ;340;1300;0.10008978298553;0.79891477119403;132;5.17;1;RA;4
1342;Sainte-Croix;250;1120;0.088202147603959;0.80099949369534;468;10.70;1;RA;4
1343;Saint-Cyr-sur-Menthon;205;1380;0.086747712108883;0.80768988698586;1314;17.05;1;RA;4
